,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta.symbol,meta.companyName,meta.industry,meta.activeSeries,meta.debtSeries,meta.tempSuspendedSeries,meta.isFNOSec,meta.isCASec,meta.isSLBSec,meta.isDebtSec,meta.isSuspended,meta.isETFSec,meta.isDelisted,meta.isin
62,MASPTOP50,S&P 500 Top 50 Total Return Index,25.7,26.28,25.6,26.15,0.21,0.81,123437,3225408.81,,37,23.1,-,-,Infinity,-3.0404152762328525,25.94,29.32432432432433,-13.20346320346319,https://static.nseindia.com/sparklines/today/MASPTOP50EQN.jpg,-,-,-,06-Jun-2022,-3.82,https://static.nseindia.com/sparklines/30d/MASPTOP50-EQ.jpg,MASPTOP50,Mirae Asset Mutual Fund - Mirae Asset S&P 500 Top 50 ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF769K01HP3
63,SETFNN50,Nifty Next 50,400,400,396.97,398.6,3.11,0.79,26504,10577746.4,,476,366.11,02-NOV-17, DIVIDEND - RS 7/- PER UNIT,-0.7593676086144541,-0.04263109060359583,395.49,16.260504201680668,-8.874382016333891,https://static.nseindia.com/sparklines/today/SETFNN50EQN.jpg,-1.53,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SETFNN50-EQ.jpg,06-Jun-2022,-0.82,https://static.nseindia.com/sparklines/30d/SETFNN50-EQ.jpg,SETFNN50,SBI-ETF Nifty Next 50,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF200KA1598
64,NIF100BEES,Nifty 100 TRI,169.68,169.7,165.7,169.03,1.33,0.79,6353,1072767.58,,183.6,155.55,-,-,Infinity,-2.6380968838200634,167.7,7.93572984749455,-8.6660237865638,https://static.nseindia.com/sparklines/today/NIF100BEESEQN.jpg,-,-,-,06-Jun-2022,-3.4,https://static.nseindia.com/sparklines/30d/NIF100BEES-EQ.jpg,NIF100BEES,NIPPON INDIA ETF NIFTY 100,,['EQ'],[],[],False,False,True,False,False,True,False,INF204K014N5
65,LICNFNHGP,Nifty 100,172.04,173,172,172.5,1.33,0.78,7240,1248393.2,,230,161,-,-,5.125236150892801,-2.127659574468085,171.17,25.0,-7.142857142857143,https://static.nseindia.com/sparklines/today/LICNFNHGPEQN.jpg,4.31,06-Jul-2021,https://static.nseindia.com/sparklines/365d/LICNFNHGP-EQ.jpg,06-Jun-2022,-2.88,https://static.nseindia.com/sparklines/30d/LICNFNHGP-EQ.jpg,LICNFNHGP,LIC MF - LIC MF ETF - Nifty 100,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF767K01PC8
66,KOTAKNV20,Nifty50 Value 20,91.2,92.2,89.35,91.4,0.71,0.78,6895,629375.6,,106.8,79.8,-,-,5.738084220268403,-1.847079037800686,90.69,14.419475655430704,-14.536340852130337,https://static.nseindia.com/sparklines/today/KOTAKNV20EQN.jpg,4.92,06-Jul-2021,https://static.nseindia.com/sparklines/365d/KOTAKNV20-EQ.jpg,06-Jun-2022,-2.61,https://static.nseindia.com/sparklines/30d/KOTAKNV20-EQ.jpg,KOTAKNV20,Kotak Mahindra MF - Kotak NV 20 ETF - DPO,,['EQ'],[],[],False,False,True,False,False,True,False,INF174K01Z71
67,ICICISILVE,Domestic Price of Silver,58.98,62.2,58.51,59.1,0.46,0.78,258494,15245976.12,,79.5,57.5,-,-,Infinity,-8.244061481136463,58.64,25.660377358490564,-2.7826086956521765,https://static.nseindia.com/sparklines/today/ICICISILVEEQN.jpg,-,-,-,06-Jun-2022,-8.96,https://static.nseindia.com/sparklines/30d/ICICISILVE-EQ.jpg,ICICISILVE,ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF,,['EQ'],[],[],False,False,False,False,False,True,False,INF109KC1Y56
68,ITBEES,Nifty IT TRI,29,29.3,28.94,29.1,0.22,0.76,979338,28547702.7,,36.68,27.3,-,-,Infinity,-5.396618985695708,28.88,20.665212649945467,-6.593406593406596,https://static.nseindia.com/sparklines/today/ITBEESEQN.jpg,-,-,-,06-Jun-2022,-6.11,https://static.nseindia.com/sparklines/30d/ITBEES-EQ.jpg,ITBEES,Nippon India Mutual Fund - Nippon India ETF Nifty IT,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KB15V2
69,SBIETFIT,Nifty IT Index,291.98,293.45,288.65,290.67,2.14,0.74,977819,284310652.44,,428.7,272.06,-,-,0.010322047894312401,-5.4208830898382745,288.53,32.19734079776067,-6.840402852311995,https://static.nseindia.com/sparklines/today/SBIETFITEQN.jpg,-0.73,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SBIETFIT-EQ.jpg,06-Jun-2022,-6.12,https://static.nseindia.com/sparklines/30d/SBIETFIT-EQ.jpg,SBIETFIT,SBI Mutual Fund-SBI ETF IT,,['EQ'],[],[],False,False,True,False,False,True,False,INF200KA1S14
70,MAESGETF,NIFTY100 ESG SECTOR LEADERS,27.2,27.29,27.14,27.21,0.19,0.70,2915,79317.15,,32.7,25.49,-,-,1.152416356877332,-2.1223021582733805,27.02,16.788990825688078,-6.747744213417036,https://static.nseindia.com/sparklines/today/MAESGETFEQN.jpg,0.45,06-Jul-2021,https://static.nseindia.com/sparklines/365d/MAESGETF-EQ.jpg,06-Jun-2022,-2.81,https://static.nseindia.com/sparklines/30d/MAESGETF-EQ.jpg,MAESGETF,MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF769K01GS9
71,ICICICONSU,Nifty India Consumption Index,71.7,72,71.34,71.64,0.44,0.62,25047,1799126.01,,82.25,57.01,-,-,Infinity,5.151915455746375,71.2,12.899696048632219,-25.662164532538156,https://static.nseindia.com/sparklines/today/ICICICONSUEQN.jpg,-,-,-,06-Jun-2022,4.51,https://static.nseindia.com/sparklines/30d/ICICICONSU-EQ.jpg,ICICICONSU,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Consumption ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KC1V42
72,INFRABEES,Nifty Infra,479.99,480.83,477.36,478.77,2.76,0.58,520,249225.6,,590.2,416.5,-,-,5.903822332330561,-4.707217069384187,476.01,18.880040664181646,-14.950780312124845,https://static.nseindia.com/sparklines/today/INFRABEESEQN.jpg,5.29,06-Jul-2021,https://static.nseindia.com/sparklines/365d/INFRABEES-EQ.jpg,06-Jun-2022,-5.26,https://static.nseindia.com/sparklines/30d/INFRABEES-EQ.jpg,INFRABEES,NIPPON INDIA ETF INFRA BEES,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF732E01268
73,CONSUMBEES,Nifty India Consumption TRI,77.17,77.98,75.57,77.42,0.45,0.58,20109,1558849.68,,81.3,68.71,-,-,Infinity,5.218809459092149,76.97,4.77244772447724,-12.67646630766993,https://static.nseindia.com/sparklines/today/CONSUMBEESEQN.jpg,-,-,-,06-Jun-2022,4.61,https://static.nseindia.com/sparklines/30d/CONSUMBEES-EQ.jpg,CONSUMBEES,NIPPON INDIA ETF CONSUMPTION,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KA1LD7
74,NV20BEES,Nifty50 Value20 TRI,93.48,93.48,92.06,92.38,0.53,0.58,12912,1194489.12,,102.94,85.82,-,-,Infinity,-2.1294628668291185,91.85,10.25840295317661,-7.643905849452345,https://static.nseindia.com/sparklines/today/NV20BEESEQN.jpg,-,-,-,06-Jun-2022,-2.69,https://static.nseindia.com/sparklines/30d/NV20BEES-EQ.jpg,NV20BEES,NIPPON INDIA ETF NV20,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KB18I3
75,PHARMABEES,Nifty Pharma TRI,12.4,12.54,12.33,12.48,0.07,0.56,180318,2253975,,15.2,11.75,-,-,Infinity,-0.1599999999999966,12.41,17.894736842105257,-6.212765957446812,https://static.nseindia.com/sparklines/today/PHARMABEESEQN.jpg,-,-,-,06-Jun-2022,-0.72,https://static.nseindia.com/sparklines/30d/PHARMABEES-EQ.jpg,PHARMABEES,Nippon India Mutual Fund - Nippon India Nifty Pharma ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KC1089
76,HDFCSENETF,SENSEX,585,587,581.11,584,3.09,0.53,4141,2420331.68,,704.92,487.4,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2503.61/- PER UNIT TO RS 250.361/- PER UNIT,2.6019431121418055,-2.990033222591362,580.91,17.153719571015145,-19.819450143619207,https://static.nseindia.com/sparklines/today/HDFCSENETFEQN.jpg,2.06,06-Jul-2021,https://static.nseindia.com/sparklines/365d/HDFCSENETF-EQ.jpg,06-Jun-2022,-3.5,https://static.nseindia.com/sparklines/30d/HDFCSENETF-EQ.jpg,HDFCSENETF,HDFC Mutual Fund - HDFC SENSEX ETF,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF179KC1973
77,SBIETFQLTY,Nifty 200 Quality 30 Index,142.45,144.29,142.45,143.04,0.71,0.50,2950,423649.5,,164.98,126.99,-,-,2.8916702632714584,1.4468085106382922,142.33,13.298581646260153,-12.638790455941411,https://static.nseindia.com/sparklines/today/SBIETFQLTYEQN.jpg,2.38,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SBIETFQLTY-EQ.jpg,06-Jun-2022,0.94,https://static.nseindia.com/sparklines/30d/SBIETFQLTY-EQ.jpg,SBIETFQLTY,SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality,,['EQ'],[],[],False,False,True,False,False,True,False,INF200KA1WX6
78,ICICILOVOL,Nifty 100 Low Volatility 30 Index,135.7,135.7,125.7,132.86,0.62,0.47,252582,33666654.78,,157.9,110.9,-,-,2.2708028635209123,-0.4271902870418895,132.24,15.858138062064592,-19.80162308385934,https://static.nseindia.com/sparklines/today/ICICILOVOLEQN.jpg,1.79,06-Jul-2021,https://static.nseindia.com/sparklines/365d/ICICILOVOL-EQ.jpg,06-Jun-2022,-0.89,https://static.nseindia.com/sparklines/30d/ICICILOVOL-EQ.jpg,ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KB10T8
79,SBIETFCON,Nifty India Consumption Index,72.78,72.78,69.8,71.6,0.33,0.46,6756,483324.24,,77.31,58.55,-,-,Infinity,5.340591437398846,71.27,7.385849178631494,-22.288642186165667,https://static.nseindia.com/sparklines/today/SBIETFCONEQN.jpg,-,-,-,06-Jun-2022,4.86,https://static.nseindia.com/sparklines/30d/SBIETFCON-EQ.jpg,SBIETFCON,SBI Mutual Fund - SBI ETF Consumption,,['EQ'],[],[],False,False,True,False,False,True,False,INF200KA1X17
80,AXISTECETF,NIFTY IT Index,288.99,293,287.72,288.14,1.06,0.37,1071,309958.11,,437.1,270.15,-,-,0.7834907310248371,-6.045389330898663,287.08,34.0791580873942,-6.659263372200633,https://static.nseindia.com/sparklines/today/AXISTECETFEQN.jpg,0.41,06-Jul-2021,https://static.nseindia.com/sparklines/365d/AXISTECETF-EQ.jpg,06-Jun-2022,-6.39,https://static.nseindia.com/sparklines/30d/AXISTECETF-EQ.jpg,AXISTECETF,AXIS MUTUAL FUND - AXIS NIFTY IT ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF846K01Y96
81,ICICITECH,Nifty IT Index,294.93,294.93,288.33,289.3,0.97,0.34,35221,10259525.09,,419.7,267.7,-,-,-0.27920443969528874,-5.6886715566422135,288.33,31.069811770312125,-8.068733657078829,https://static.nseindia.com/sparklines/today/ICICITECHEQN.jpg,-0.61,06-Jul-2021,https://static.nseindia.com/sparklines/365d/ICICITECH-EQ.jpg,06-Jun-2022,-6.0,https://static.nseindia.com/sparklines/30d/ICICITECH-EQ.jpg,ICICITECH,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KC1N67
82,AXISHCETF,Nifty Healthcare Index,75.3,77.9,75.3,77.08,0.26,0.34,1047,81079.68,,105,66,-,-,-13.490460157126819,-1.1414646658971406,76.82,26.590476190476192,-16.787878787878785,https://static.nseindia.com/sparklines/today/AXISHCETFEQN.jpg,-13.78,06-Jul-2021,https://static.nseindia.com/sparklines/365d/AXISHCETF-EQ.jpg,06-Jun-2022,-1.47,https://static.nseindia.com/sparklines/30d/AXISHCETF-EQ.jpg,AXISHCETF,AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF,,['EQ'],[],[],False,False,False,False,False,True,False,INF846K01Z12
83,ICICIPHARM,Nifty Healthcare Index,78.49,78.49,75.53,77.12,0.21,0.27,9153,705970.89,,105,71.99,-,-,-13.084638791840414,0.36439354502863236,76.91,26.552380952380947,-7.125989720794568,https://static.nseindia.com/sparklines/today/ICICIPHARMEQN.jpg,-13.32,06-Jul-2021,https://static.nseindia.com/sparklines/365d/ICICIPHARM-EQ.jpg,06-Jun-2022,0.09,https://static.nseindia.com/sparklines/30d/ICICIPHARM-EQ.jpg,ICICIPHARM,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KC1Q72
84,EBBETF0425,Nifty BHARAT Bond,1069.58,1071.99,1069.58,1071,2.9,0.27,8052,8620793.28,,1170,1005,-,-,2.367548244649836,0.7146887342486279,1068.1,8.461538461538462,-6.567164179104478,https://static.nseindia.com/sparklines/today/EBBETF0425EQN.jpg,2.09,06-Jul-2021,https://static.nseindia.com/sparklines/365d/EBBETF0425-EQ.jpg,06-Jun-2022,0.44,https://static.nseindia.com/sparklines/30d/EBBETF0425-EQ.jpg,EBBETF0425,Edelweiss Mutual Fund - BHARAT Bond ETF - April 2025,,['EQ'],[],[],False,False,True,False,False,True,False,INF754K01LD3
85,HEALTHY,Nifty Healthcare TRI,7.8,7.85,7.7,7.7,0.02,0.26,28780,222757.2,,10.41,7,-,-,Infinity,0.39113428943937745,7.68,26.032660902977906,-10.000000000000002,https://static.nseindia.com/sparklines/today/HEALTHYEQN.jpg,-,-,-,06-Jun-2022,0.13,https://static.nseindia.com/sparklines/30d/HEALTHY-EQ.jpg,HEALTHY,Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF209KB10C2
86,ICICIFMCG,Nifty FMCG Index,418,419.98,413.51,415.5,0.92,0.22,25378,10564100.06,,437,338,-,-,Infinity,7.319971071391665,414.58,4.919908466819222,-22.928994082840237,https://static.nseindia.com/sparklines/today/ICICIFMCGEQN.jpg,-,-,-,06-Jun-2022,7.08,https://static.nseindia.com/sparklines/30d/ICICIFMCG-EQ.jpg,ICICIFMCG,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KC1R48
87,SDL24BEES,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,107.32,107.34,107.13,107.33,0.13,0.12,20,2145.8,,107.51,105.75,-,-,Infinity,-0.06517690875233462,107.2,0.16742628592689685,-1.4940898345153648,https://static.nseindia.com/sparklines/today/SDL24BEESEQN.jpg,-,-,-,06-Jun-2022,-0.19,https://static.nseindia.com/sparklines/30d/SDL24BEES-EQ.jpg,SDL24BEES,Nippon India Mutual Fund-Nippon India ETF Nifty CPSE Bond Plus SDL-24,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KB18W4
88,AXISCETF,NIFTY India Consumption Index,69.5,72,69.5,71.29,0.07,0.10,4459,319130.63,,81,60,-,-,Infinity,4.423612128314063,71.22,11.987654320987646,-18.816666666666677,https://static.nseindia.com/sparklines/today/AXISCETFEQN.jpg,-,-,-,06-Jun-2022,4.32,https://static.nseindia.com/sparklines/30d/AXISCETF-EQ.jpg,AXISCETF,AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF,,['EQ'],[],[],False,False,False,False,False,True,False,INF846K016C7
89,AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,10.36,10.36,10.33,10.33,0.01,0.10,6040,62453.6,,12,9.06,-,-,2.0750988142292575,0.5842259006816017,10.32,13.916666666666666,-14.017660044150105,https://static.nseindia.com/sparklines/today/AXISBPSETFEQN.jpg,1.98,06-Jul-2021,https://static.nseindia.com/sparklines/365d/AXISBPSETF-EQ.jpg,06-Jun-2022,0.49,https://static.nseindia.com/sparklines/30d/AXISBPSETF-EQ.jpg,AXISBPSETF,AXIS MUTUAL FUND - Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF846K01Z04
90,BBETF0432,Nifty BHARAT Bond Index - April 2032,987.1,990.97,987.1,989.95,0.08,0.01,2503,2477219.1,,1156,955.83,-,-,Infinity,0.8116254913542055,989.87,14.36418685121107,-3.5696724312900834,https://static.nseindia.com/sparklines/today/BBETF0432EQN.jpg,-,-,-,06-Jun-2022,0.8,https://static.nseindia.com/sparklines/30d/BBETF0432-EQ.jpg,BBETF0432,Edelweiss Mutual Fund - BHARAT Bond ETF - April 2032 - Growth,,['EQ'],[],[],False,False,True,False,False,True,False,INF754K01OB1
91,EBANK,Nifty Bank,0,0,0,3730,0,0.00,0,0,,4398,3500,-,-,-4.317021052820595,-4.112864043352291,3730,15.188722146430196,-6.571428571428571,https://static.nseindia.com/sparklines/today/EBANKEQN.jpg,-4.32,01-Jul-2021,https://static.nseindia.com/sparklines/365d/EBANK-EQ.jpg,06-Jun-2022,-4.11,https://static.nseindia.com/sparklines/30d/EBANK-EQ.jpg,EBANK,Edelweiss ETF - Nifty Bank,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF754K01EL1
92,ICICILIQ,S&P BSE Liquid Rate Index,1002,1002,999.72,1000,0.01,0.00,131662,131662000,,1199.2,971.5,-,-,0,0.0010000100000990915,999.99,16.61107404936625,-2.9336078229541944,https://static.nseindia.com/sparklines/today/ICICILIQEQN.jpg,0,06-Jul-2021,https://static.nseindia.com/sparklines/365d/ICICILIQ-EQ.jpg,06-Jun-2022,0.0,https://static.nseindia.com/sparklines/30d/ICICILIQ-EQ.jpg,ICICILIQ,ICICI Prudential S&P BSE Liquid Rate ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF109KC1KT9
93,LICNETFGSC,GSEC10 NSE Index,22.75,22.75,22,22.45,0,0.00,18529,415049.6,,26.94,19,-,-,2.0454545454545423,3.456221198156682,22.45,16.666666666666675,-18.157894736842103,https://static.nseindia.com/sparklines/today/LICNETFGSCEQN.jpg,2.05,06-Jul-2021,https://static.nseindia.com/sparklines/365d/LICNETFGSC-EQ.jpg,06-Jun-2022,3.46,https://static.nseindia.com/sparklines/30d/LICNETFGSC-EQ.jpg,LICNETFGSC,LIC MF - LIC MF G-sec LT ETF - GO,,['EQ'],[],[],False,False,True,False,False,True,False,INF767K01MV5
94,LIQUIDETF,Nifty1D rate index,999.99,1000.01,999.99,1000.01,0.02,0.00,75780,75780000,,1010,805.9,-,-,0.0009999999999990906,0.002000020000198183,999.99,0.98910891089109,-24.086114902593376,https://static.nseindia.com/sparklines/today/LIQUIDETFEQN.jpg,0,06-Jul-2021,https://static.nseindia.com/sparklines/365d/LIQUIDETF-EQ.jpg,06-Jun-2022,0.0,https://static.nseindia.com/sparklines/30d/LIQUIDETF-EQ.jpg,LIQUIDETF,DSP LIQUID ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF740KA1EU7
95,LIQUIDBEES,Government Securities,1000.01,1002,999.99,1000,0.01,0.00,1907948,1907928920.52,,1008.9,990,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,0.0010000100000990915,999.99,0.8821488750123875,-1.0101010101010102,https://static.nseindia.com/sparklines/today/LIQUIDBEESEQN.jpg,0,06-Jul-2021,https://static.nseindia.com/sparklines/365d/LIQUIDBEES-EQ.jpg,06-Jun-2022,0.0,https://static.nseindia.com/sparklines/30d/LIQUIDBEES-EQ.jpg,LIQUIDBEES,NIPPON INDIA ETF LIQUID BEES,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF732E01037
96,EBBETF0431,Nifty BHARAT Bond,1038,1055.9,1038,1054.5,-0.03,-0.00,8772,9250512.6,,1148.5,1035.15,-,-,1.3085081853815896,1.0125199965514868,1054.53,8.184588593818024,-1.8692943051731543,https://static.nseindia.com/sparklines/today/EBBETF0431EQN.jpg,1.31,06-Jul-2021,https://static.nseindia.com/sparklines/365d/EBBETF0431-EQ.jpg,06-Jun-2022,1.02,https://static.nseindia.com/sparklines/30d/EBBETF0431-EQ.jpg,EBBETF0431,Edelweiss Mutual Fund - BHARAT Bond ETF - April 2031,,['EQ'],[],[],False,False,True,False,False,True,False,INF754K01LE1
97,EBBETF0430,Nifty BHARAT Bond,1200,1200,1185.95,1189.54,-0.24,-0.02,18230,21687866.4,,1247.9,1100,-,-,2.527106927996409,1.4905253099217648,1189.78,4.6766567833961155,-8.139999999999997,https://static.nseindia.com/sparklines/today/EBBETF0430EQN.jpg,2.55,06-Jul-2021,https://static.nseindia.com/sparklines/365d/EBBETF0430-EQ.jpg,06-Jun-2022,1.51,https://static.nseindia.com/sparklines/30d/EBBETF0430-EQ.jpg,EBBETF0430,Edelweiss Mutual Fund - BHARAT Bond  ETF - April 2030,,['EQ'],[],[],False,False,True,False,False,True,False,INF754K01KO2
98,LTGILTBEES,NIFTY 8-13 yr G-Sec Index,22.28,22.28,22.2,22.23,-0.01,-0.04,51151,1136063.71,,23.8,21.14,-,-,Infinity,0.6337709370756024,22.24,6.596638655462186,-5.156102175969725,https://static.nseindia.com/sparklines/today/LTGILTBEESEQN.jpg,-,-,-,06-Jun-2022,0.68,https://static.nseindia.com/sparklines/30d/LTGILTBEES-EQ.jpg,LTGILTBEES,NIPPON INDIA ETF LONG TERM GILT,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KB1882
99,EBBETF0423,Nifty BHARAT Bond,1174,1178.83,1174,1177.15,-0.75,-0.06,5201,6124905.64,,1187.95,1135.03,-,-,3.63148164451096,0.8153267730359772,1177.9,0.9091291721031991,-3.7109151299965744,https://static.nseindia.com/sparklines/today/EBBETF0423EQN.jpg,3.7,06-Jul-2021,https://static.nseindia.com/sparklines/365d/EBBETF0423-EQ.jpg,06-Jun-2022,0.88,https://static.nseindia.com/sparklines/30d/EBBETF0423-EQ.jpg,EBBETF0423,Edelweiss Mutual Fund - BHARAT Bond  ETF - April 2023,,['EQ'],[],[],False,False,True,False,False,True,False,INF754K01KN4
100,GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,49.04,49.04,48.86,48.91,-0.03,-0.06,52067,2548158.98,,49.83,46.52,-,-,Infinity,0.7207578253706637,48.94,1.8462773429660881,-5.137575236457423,https://static.nseindia.com/sparklines/today/GILT5YBEESEQN.jpg,-,-,-,06-Jun-2022,0.78,https://static.nseindia.com/sparklines/30d/GILT5YBEES-EQ.jpg,GILT5YBEES,Nippon India Mutual Fund - Nippon India ETF 5 Year Gilt,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KC1030
101,MOGSEC,Nifty 5 yr Benchmark G-Sec Index,48.95,48.95,48.84,48.88,-0.03,-0.06,1607,78598.37,,59.05,40.01,-,-,2.067237419085408,1.3266998341625218,48.91,17.22269263336155,-22.169457635591115,https://static.nseindia.com/sparklines/today/MOGSECEQN.jpg,2.13,06-Jul-2021,https://static.nseindia.com/sparklines/365d/MOGSEC-EQ.jpg,06-Jun-2022,1.39,https://static.nseindia.com/sparklines/30d/MOGSEC-EQ.jpg,MOGSEC,Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth,,['EQ'],[],[],False,False,True,False,False,True,False,INF247L01AK4
102,SHARIABEES,Shariah,409.7,409.7,395.66,395.66,-0.46,-0.12,945,375930.45,,520,361.3,10-MAR-14,DIVIDEND-RS.2 PER UNIT,-3.0767723286463187,-1.3636476952608807,396.12,23.91153846153846,-9.51010240797122,https://static.nseindia.com/sparklines/today/SHARIABEESEQN.jpg,-2.96,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SHARIABEES-EQ.jpg,06-Jun-2022,-1.25,https://static.nseindia.com/sparklines/30d/SHARIABEES-EQ.jpg,SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF732E01128
103,SILVER,Physical price of Silver,58.2,59.3,58,58.67,-0.07,-0.12,79807,4692651.6,,78.5,57.94,-,-,Infinity,-8.741639446259144,58.74,25.261146496815282,-1.2599240593717709,https://static.nseindia.com/sparklines/today/SILVEREQN.jpg,-,-,-,06-Jun-2022,-8.63,https://static.nseindia.com/sparklines/30d/SILVER-EQ.jpg,SILVER,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF,,['EQ'],[],[],False,False,False,False,False,True,False,INF209KB19F6
104,SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,106.4,106.95,106.19,106.25,-0.15,-0.14,201099,21425087.46,,106.95,102,-,-,Infinity,0.5583948514101869,106.4,0.6545114539504467,-4.166666666666667,https://static.nseindia.com/sparklines/today/SDL26BEESEQN.jpg,-,-,-,06-Jun-2022,0.7,https://static.nseindia.com/sparklines/30d/SDL26BEES-EQ.jpg,SDL26BEES,Nippon India Mutual Fund - ETF Nifty SDL - 2026 Maturity,,['EQ'],[],[],False,False,True,False,False,True,False,INF204KC1022
105,MAFANG,NYSE FANG+ Total Return Index,41.5,41.5,40.2,40.54,-0.06,-0.15,272732,11168375.4,,69,36.64,-,-,-26.04888726742065,-1.578052925467343,40.6,41.2463768115942,-10.644104803493446,https://static.nseindia.com/sparklines/today/MAFANGEQN.jpg,-25.94,06-Jul-2021,https://static.nseindia.com/sparklines/365d/MAFANG-EQ.jpg,06-Jun-2022,-1.43,https://static.nseindia.com/sparklines/30d/MAFANG-EQ.jpg,MAFANG,Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF,,['EQ'],[],[],False,False,True,False,False,True,False,INF769K01HF4
106,SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,200.5,200.5,200,200,-0.42,-0.21,11,2201.21,,239,184.7,-,-,-2.4390243902439024,1.8848700967906207,200.42,16.317991631799163,-8.283703302652958,https://static.nseindia.com/sparklines/today/SETF10GILTEQN.jpg,-2.23,06-Jul-2021,https://static.nseindia.com/sparklines/365d/SETF10GILT-EQ.jpg,06-Jun-2022,2.1,https://static.nseindia.com/sparklines/30d/SETF10GILT-EQ.jpg,SETF10GILT,SBI Mutual Fund - SBI-ETF 10 YEAR GILT ,MUTUAL FUND,['EQ'],[],[],False,False,True,False,False,True,False,INF200KA1JT1
107,BSLGOLDETF,Gold,50.5,50.5,45.74,46.05,-0.31,-0.67,6202,285229.98,,4729.1,42.6,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 0.10/- PER SHARE,-98.94498092717961,-1.0528577567683757,46.36,99.0262417796198,-8.098591549295763,https://static.nseindia.com/sparklines/today/BSLGOLDETFEQN.jpg,-98.94,06-Jul-2021,https://static.nseindia.com/sparklines/365d/BSLGOLDETF-EQ.jpg,06-Jun-2022,-0.39,https://static.nseindia.com/sparklines/30d/BSLGOLDETF-EQ.jpg,BSLGOLDETF,Aditya Birla Sun Life Gold ETF - Growth,MUTUAL FUND,['EQ'],[],[],False,False,False,False,False,True,False,INF209KB18D3
